outcome,tau_conventional,se_conventional,pvalue_conventional,ci_low_conventional,ci_high_conventional,tau_bias_corrected,se_bias_corrected,pvalue_bias_corrected,ci_low_bias_corrected,ci_high_bias_corrected,tau_robust,se_robust,pvalue_robust,ci_low_robust,ci_high_robust,bw_left,bw_right,n_total
wins_next,0.19643149072855892,0.03732369586828744,1.4178806892672936e-07,0.12327839105678912,0.2695845904003287,0.1772608736060732,0.03732369586828744,2.0413696429994907e-06,0.1041077739343034,0.250413973277843,0.1772608736060732,0.041038274435301725,1.5645137375160713e-05,0.096827333725211,0.2576944134869354,0.06781551570384327,0.06781551570384327,36056
runs_next,0.27756015614107776,0.03302737378806145,4.317334871996148e-17,0.21282769301253512,0.3422926192696204,0.2793492478520926,0.03302737378806145,2.7173956626688656e-17,0.21461678472354995,0.3440817109806352,0.2793492478520926,0.04065008490206382,6.328759816279842e-12,0.19967654547555208,0.3590219502286331,0.11178995321986107,0.11178995321986107,36056
