analysis_type,outcome,bandwidth,se_type,cluster_spec,n_clusters_left,n_clusters_right,n_window,n_left,n_right,mean_left,mean_right,tau,se,ci95_low,ci95_high,p_value
list_position,list_pos_change,0.025,cluster_prv_election,cluster_prv_election,86,150,402,178,224,1.4719101123595506,0.5044642857142857,0.859194081045761,0.5246526708703119,-0.17665799290789397,1.895046154999416,0.10339027939880863
list_position,list_pos_change,0.05,cluster_prv_election,cluster_prv_election,139,210,864,432,432,1.2037037037037037,0.37037037037037035,-0.14843608200383604,0.45607222973360023,-1.0470704430262963,0.7501982790186242,0.7451254601612183
list_position,list_pos_change,0.075,cluster_prv_election,cluster_prv_election,209,241,1403,798,605,1.1265664160401003,0.2892561983471074,-0.4980374323787927,0.4082092980919796,-1.3017020653585276,0.3056272006009422,0.22350501061273165
list_position,list_pos_change,0.1,cluster_prv_election,cluster_prv_election,242,259,1904,1137,767,1.0263852242744063,0.29465449804432853,-0.7614821211721678,0.40712909637653966,-1.5627277005219793,0.039763458177643596,0.06242255026797716
list_position,list_pos_change,0.025,cluster_prv_election_party,cluster_prv_election_party,177,221,402,178,224,1.4719101123595506,0.5044642857142857,0.859194081045761,0.5081584537712821,-0.1399773750589478,1.85836553715047,0.09169941405823656
list_position,list_pos_change,0.05,cluster_prv_election_party,cluster_prv_election_party,395,394,864,432,432,1.2037037037037037,0.37037037037037035,-0.14843608200383604,0.4608695504405057,-1.053288328541858,0.7564161645341859,0.7474895368963941
list_position,list_pos_change,0.075,cluster_prv_election_party,cluster_prv_election_party,698,506,1403,798,605,1.1265664160401003,0.2892561983471074,-0.4980374323787927,0.44515494914330705,-1.3705411326996746,0.37446626794208904,0.263227316688069
list_position,list_pos_change,0.1,cluster_prv_election_party,cluster_prv_election_party,956,584,1904,1137,767,1.0263852242744063,0.29465449804432853,-0.7614821211721678,0.4063544889775675,-1.5579369195682,0.034972677223864435,0.06093930938872827
list_position,list_pos_change,0.025,hc1,none,0,0,402,178,224,1.4719101123595506,0.5044642857142857,0.859194081045761,0.5016972953814173,-0.12413261790181684,1.8425207799933387,0.0867908162337927
list_position,list_pos_change,0.05,hc1,none,0,0,864,432,432,1.2037037037037037,0.37037037037037035,-0.14843608200383604,0.4726552853590338,-1.0748404413075423,0.7779682772998702,0.7534851694257532
list_position,list_pos_change,0.075,hc1,none,0,0,1403,798,605,1.1265664160401003,0.2892561983471074,-0.4980374323787927,0.45885255069718395,-1.3973884317452732,0.40131356698768783,0.27774561893110183
list_position,list_pos_change,0.1,hc1,none,0,0,1904,1137,767,1.0263852242744063,0.29465449804432853,-0.7614821211721678,0.4192312588506771,-1.583175388519495,0.060211146175159214,0.06931252251127917
list_position,list_pos_next,0.025,cluster_prv_election,cluster_prv_election,86,150,402,178,224,4.179775280898877,3.232142857142857,-0.013146756103202345,0.6348662881694824,-1.2665999410316655,1.2403064288252608,0.983503526175898
list_position,list_pos_next,0.05,cluster_prv_election,cluster_prv_election,139,210,864,432,432,3.8587962962962963,3.263888888888889,-0.7700729370575499,0.4692217862591536,-1.6946168855437584,0.1544710114286587,0.10213471139415464
list_position,list_pos_next,0.075,cluster_prv_election,cluster_prv_election,209,241,1403,798,605,3.593984962406015,3.0958677685950415,-0.946109820992476,0.4630558545040784,-1.8577539581999656,-0.03446568378498638,0.04200109656249995
list_position,list_pos_next,0.1,cluster_prv_election,cluster_prv_election,242,259,1904,1137,767,3.489885664028144,2.967405475880052,-0.8951736666511032,0.4539737579642651,-1.7886113254846885,-0.0017360078175180371,0.04955937788160836
list_position,list_pos_next,0.025,cluster_prv_election_party,cluster_prv_election_party,177,221,402,178,224,4.179775280898877,3.232142857142857,-0.013146756103202345,0.7714356988510307,-1.529989632162226,1.5036961199558212,0.9864121536687731
list_position,list_pos_next,0.05,cluster_prv_election_party,cluster_prv_election_party,395,394,864,432,432,3.8587962962962963,3.263888888888889,-0.7700729370575499,0.6454897830109858,-2.0374009254580976,0.49725505134299786,0.23327137698361167
list_position,list_pos_next,0.075,cluster_prv_election_party,cluster_prv_election_party,698,506,1403,798,605,3.593984962406015,3.0958677685950415,-0.946109820992476,0.524225562277244,-1.9735919230558743,0.08137228107092243,0.07110970931939065
list_position,list_pos_next,0.1,cluster_prv_election_party,cluster_prv_election_party,956,584,1904,1137,767,3.489885664028144,2.967405475880052,-0.8951736666511032,0.45210036228866046,-1.7812903767368777,-0.009056956565328678,0.04769981325910799
list_position,list_pos_next,0.025,hc1,none,0,0,402,178,224,4.179775280898877,3.232142857142857,-0.013146756103202345,0.7587896412306475,-1.5003744529152714,1.4740809407088666,0.9861765786413241
list_position,list_pos_next,0.05,hc1,none,0,0,864,432,432,3.8587962962962963,3.263888888888889,-0.7700729370575499,0.6407535633172537,-2.0259499211593672,0.4858040470442675,0.22943176920988106
list_position,list_pos_next,0.075,hc1,none,0,0,1403,798,605,3.593984962406015,3.0958677685950415,-0.946109820992476,0.5663770426951331,-2.056208824674937,0.16398918268998497,0.09482851758474498
list_position,list_pos_next,0.1,hc1,none,0,0,1904,1137,767,3.489885664028144,2.967405475880052,-0.8951736666511032,0.5023113654879013,-1.8797039430073899,0.08935660970518344,0.07473143849871122
