candidate,person_id,person_id_source,election_ym,prv_code,p_code,list_pos
jorge romero fandos,pid_exact_0012926,person_id_map,200403,46,51,4
jose vicente ramirez hernandez,pid_exact_0014801,person_id_map,200403,46,51,5
pascual romero escribano,pid_exact_0025677,person_id_map,200403,46,51,6
juan jose berga zarzoso,pid_exact_0015704,person_id_map,200403,46,51,7
pedro antonio rodriguz erena,pid_exact_0025932,person_id_map,200403,46,51,8
francisco jose tarazona romero,pid_exact_0009311,person_id_map,200403,46,51,9
maria sandra rentero monzo,pid_exact_0022542,person_id_map,200403,46,51,10
ivan mohedano buno,pid_exact_0011355,person_id_map,200403,46,51,11
juan romero leiva,pid_exact_0016117,person_id_map,200403,46,51,12
maria jose jara picazo,pid_exact_0021460,person_id_map,200403,46,51,13
antonio roberto ridaura belda,pid_exact_0003310,person_id_map,200403,46,51,14
ana villena soriano,pid_exact_0002074,person_id_map,200403,46,51,15
javier buno vacas,pid_exact_0011629,person_id_map,200403,46,51,16
roberto garcia cabrera,pid_exact_0027320,person_id_map,200403,46,52,1
victor manul merino jurado,pid_exact_0029873,person_id_map,200403,46,52,2
antonio luis rojas moreno,pid_exact_0003145,person_id_map,200403,46,52,3
laura gimeno morales,pid_exact_0016703,person_id_map,200403,46,52,4
santiago cola romero,pid_exact_0028246,person_id_map,200403,46,52,5
krystel jongejan brull,pid_exact_0016584,person_id_map,200403,46,52,6
cesar ignacio vargas casaseca,pid_exact_0005162,person_id_map,200403,46,52,7
raul candido rodriguz garcia,pid_exact_0027006,person_id_map,200403,46,52,8
francisco novella nunez,pid_exact_0009408,person_id_map,200403,46,52,9
jose gregorio garcia lopez,pid_exact_0013637,person_id_map,200403,46,52,10
maria macarena colomina fernandez,pid_exact_0021883,person_id_map,200403,46,52,11
julian angel leon azcona,pid_exact_0016347,person_id_map,200403,46,52,12
santiago paniego alonso,pid_exact_0028321,person_id_map,200403,46,52,13
francisco javier perez aguilar,pid_exact_0009151,person_id_map,200403,46,52,14
eloy donaire blasco,pid_exact_0007035,person_id_map,200403,46,52,15
gregorio garcia pena,pid_exact_0010055,person_id_map,200403,46,52,16
rafal cabello ferrera,pid_exact_0026464,person_id_map,200403,46,53,1
mauricio carrasco sanmartin,pid_exact_0023591,person_id_map,200403,46,53,2
jesus paredes terul,pid_exact_0012198,person_id_map,200403,46,53,3
jose portales talavera,pid_exact_0014622,person_id_map,200403,46,53,4
ramon duart navarro,pid_exact_0026738,person_id_map,200403,46,53,5
ricardo forjado abril,pid_exact_0027219,person_id_map,200403,46,53,6
hector carrasco sanmartin,pid_exact_0010253,person_id_map,200403,46,53,7
manul capilla valentin,pid_exact_0017953,person_id_map,200403,46,53,8
maria elena beltran marrojo,pid_exact_0020698,person_id_map,200403,46,53,9
migul angel perez mas,pid_exact_0023945,person_id_map,200403,46,53,10
eva dolores alcaraz ordinana,pid_exact_0007905,person_id_map,200403,46,53,11
emiliano gordillo cana,pid_exact_0007118,person_id_map,200403,46,53,12
maria teresa salort llorca,pid_exact_0022852,person_id_map,200403,46,53,13
domingo perez soto,pid_exact_0006565,person_id_map,200403,46,53,14
sara frutos ramirez,pid_exact_0028383,person_id_map,200403,46,53,15
rafal ferrer gilabert,pid_exact_0026506,person_id_map,200403,46,53,16
miqul saragossa i munos,pid_exact_0024310,person_id_map,200403,46,69,1
eugenio curiel sierra,pid_exact_0007820,person_id_map,200403,46,69,2
migul angel soler albert,pid_exact_0023991,person_id_map,200403,46,69,3
maria consulo melego sanchis,pid_exact_0019520,person_id_map,200403,46,69,4
rafal mocholi penalver,pid_exact_0026582,person_id_map,200403,46,69,5
jose luis villanova mora,pid_exact_0014064,person_id_map,200403,46,69,6
josefa arcos robledillo,pid_exact_0014840,person_id_map,200403,46,69,7
salvador company martinez,pid_exact_0028040,person_id_map,200403,46,69,8
remedios mora santolaria,pid_exact_0027163,person_id_map,200403,46,69,9
arturo melego suay,pid_exact_0003562,person_id_map,200403,46,69,10
jose marti lloret,pid_exact_0014492,person_id_map,200403,46,69,11
manula povo vina,pid_exact_0018438,person_id_map,200403,46,69,12
consulo sanchis labrandero,pid_exact_0005444,person_id_map,200403,46,69,13
jose robles calvo,pid_exact_0014714,person_id_map,200403,46,69,14
angel curiel amor,pid_exact_0002327,person_id_map,200403,46,69,15
jesus rodrigo sanz,pid_exact_0012226,person_id_map,200403,46,69,16
jose antonio lobato clara,pid_exact_0013174,person_id_map,200403,46,85,1
jose maria gualde magraner,pid_exact_0014385,person_id_map,200403,46,85,2
maria rosario mataix vivancos,pid_exact_0022497,person_id_map,200403,46,85,3
antonio tapia canamero,pid_exact_0003385,person_id_map,200403,46,85,4
rafal penades gonzalez,pid_exact_0026604,person_id_map,200403,46,85,5
emilio cagigas cisneros,pid_exact_0007133,person_id_map,200403,46,85,6
jose antonio custa marti,pid_exact_0013105,person_id_map,200403,46,85,7
lidia benavent peiro,pid_exact_0016943,person_id_map,200403,46,85,8
alfonso maria souto ibanez,pid_exact_0001037,person_id_map,200403,46,85,9
jose maria requna casades,pid_exact_0014450,person_id_map,200403,46,85,10
marcos cunca soria,pid_exact_0018587,person_id_map,200403,46,85,11
nicasio miralles tortosa,pid_exact_0024875,person_id_map,200403,46,85,12
jose antonio blasco martinez,pid_exact_0013081,person_id_map,200403,46,85,13
maria jose agues torres,pid_exact_0021376,person_id_map,200403,46,85,14
josep lluis munoz alcaraz,pid_exact_0015033,person_id_map,200403,46,85,15
rosa victoria rodriguz jerez,pid_exact_0027769,person_id_map,200403,46,85,16
ramon sanchis pastor,pid_exact_0026821,person_id_map,200403,46,90,1
jose manul marin serrano,pid_exact_0014199,person_id_map,200403,46,90,2
sonia correcher jimenez,pid_exact_0028937,person_id_map,200403,46,90,3
francisco javier felipe marcet,pid_exact_0009036,person_id_map,200403,46,90,4
manul falzoi alcantara,pid_exact_0018028,person_id_map,200403,46,90,5
maria carmen miralles martinez,pid_exact_0019354,person_id_map,200403,46,90,6
maria martinez martin,pid_exact_0021952,person_id_map,200403,46,90,7
enriqu bisbal rosell,pid_exact_0007358,person_id_map,200403,46,90,8
ramon perez ahuir,pid_exact_0026802,person_id_map,200403,46,90,9
jose adolfo canabate botella,pid_exact_0012959,person_id_map,200403,46,90,10
enriqu jose monzonis bernal,pid_exact_0007432,person_id_map,200403,46,90,11
ramses ortiz mas,pid_exact_0026847,person_id_map,200403,46,90,12
jesus gimenez castillo,pid_exact_0012046,person_id_map,200403,46,90,13
sergio carmona navarro,pid_exact_0028580,person_id_map,200403,46,90,14
jose carlos urtiaga de vivar hernandez,pid_exact_0013406,person_id_map,200403,46,90,15
david culianez burillo,pid_exact_0006007,person_id_map,200403,46,90,16
veronica soria ibiza,pid_exact_0029629,person_id_map,200403,46,97,1
patricia casqute caparroz,pid_exact_0025708,person_id_map,200403,46,97,2
maria isabel navalon navarro,pid_exact_0021194,person_id_map,200403,46,97,3
jose ramon carrion soliva,pid_exact_0014644,person_id_map,200403,46,97,4
jose ramon valdeolmillos aparicio,pid_exact_0014693,person_id_map,200403,46,97,5
arturo enriqu marin miralles,pid_exact_0003546,person_id_map,200403,46,97,6
fernando casabona casabona,pid_exact_0008313,person_id_map,200403,46,97,7
v javier llano garcia,pid_exact_0029483,person_id_map,200403,46,97,8
jose julian sanchez sanchez,pid_exact_0013780,person_id_map,200403,46,97,9
jose ricardo palau casana,pid_exact_0014710,person_id_map,200403,46,97,10
carlos javier arnau gomez,pid_exact_0004470,person_id_map,200403,46,97,11
antonio jose navalon navarro,pid_exact_0003091,person_id_map,200403,46,97,12
alberto mateo lopez,pid_exact_0000611,person_id_map,200403,46,97,13
sebastian lozano moreno,pid_exact_0028499,person_id_map,200403,46,97,14
manul martinez gosp,pid_exact_0018217,person_id_map,200403,46,97,15
gonzalo pablo rustarazo gisbert,pid_exact_0009988,person_id_map,200403,46,97,16
migul broseta ballester,pid_exact_0024031,person_id_map,200403,46,101,1
rosa maria bayarri romar,pid_exact_0027613,person_id_map,200403,46,101,2
francisco antonio osca llopis,pid_exact_0008788,person_id_map,200403,46,101,3
delfina gimeno ventura,pid_exact_0006247,person_id_map,200403,46,101,4
antonio cunat broseta,pid_exact_0002901,person_id_map,200403,46,101,5
fernando albert palanca,pid_exact_0008276,person_id_map,200403,46,101,6
francisco sanchez calvet,pid_exact_0009481,person_id_map,200403,46,101,7
vicente guanter ros,pid_exact_0029719,person_id_map,200403,46,101,8
alfonso cano campos,pid_exact_0000988,person_id_map,200403,46,101,9
jose antonio castillo martinez,pid_exact_0013096,person_id_map,200403,46,101,10
jose honorato llopis ballester,pid_exact_0013651,person_id_map,200403,46,101,11
ana isabel gomez alarcon,pid_exact_0001673,person_id_map,200403,46,101,12
juan ramon cunat andres,pid_exact_0016088,person_id_map,200403,46,101,13
jose pastor sania,pid_exact_0014602,person_id_map,200403,46,101,14
victor manul perales gil,pid_exact_0029876,person_id_map,200403,46,101,15
justo soriano castillo,pid_exact_0016540,person_id_map,200403,46,101,16
antonio martinez chamorro,pid_exact_0003174,person_id_map,200403,46,111,1
maria josefa albiach albiach,pid_exact_0021566,person_id_map,200403,46,111,2
andreu mas carbo,pid_exact_0002269,person_id_map,200403,46,111,3
julian baca lechuga,pid_exact_0016349,person_id_map,200403,46,111,4
amparo rodriguz aparicio,pid_exact_0001470,person_id_map,200403,46,111,5
antonio martinez flores,pid_exact_0003176,person_id_map,200403,46,111,6
marcial tarin pinazo,pid_exact_0018547,person_id_map,200403,46,111,7
juan ruiz recio,pid_exact_0016121,person_id_map,200403,46,111,8
rafal perez accino gomez,pid_exact_0026607,person_id_map,200403,46,111,9
eloy manul arcon del toro,pid_exact_0007040,person_id_map,200403,46,111,10
simeon lezcano serrano,pid_exact_0028854,person_id_map,200403,46,111,11
maria del carmen garcia garcia,pid_exact_0019884,person_id_map,200403,46,111,12
cristobal sanchis blasco,pid_exact_0005697,person_id_map,200403,46,111,13
juan lacomba villarroya,pid_exact_0015804,person_id_map,200403,46,111,14
antonio escorihula marti,pid_exact_0002933,person_id_map,200403,46,111,15
angel adolfo llaneza garcia,pid_exact_0002285,person_id_map,200403,46,111,16
vicente manul rogla benedito,pid_exact_0029745,person_id_map,200403,46,117,1
consulo redon villanuva,pid_exact_0005441,person_id_map,200403,46,117,2
manul sanchez miralles,pid_exact_0018343,person_id_map,200403,46,117,3
maria visitacion ortiz angulo,pid_exact_0022998,person_id_map,200403,46,117,4
leonardo ezpeleta albuixech,pid_exact_0016878,person_id_map,200403,46,117,5
maria amparo ramon rodriguz,pid_exact_0018806,person_id_map,200403,46,117,6
francisco calandra reula,pid_exact_0008822,person_id_map,200403,46,117,7
maria pilar martin arcis,pid_exact_0022315,person_id_map,200403,46,117,8
ignacio perez martinez,pid_exact_0010535,person_id_map,200403,46,117,9
maria angeles dolz alos,pid_exact_0018857,person_id_map,200403,46,117,10
jesus viadel sanchis,pid_exact_0012263,person_id_map,200403,46,117,11
maria del lidon roig bonastre,pid_exact_0020070,person_id_map,200403,46,117,12
julio lopez de los mozos lozano,pid_exact_0016482,person_id_map,200403,46,117,13
maria angeles izquierdo sorli,pid_exact_0018887,person_id_map,200403,46,117,14
carlos eliseo borreda juste,pid_exact_0004388,person_id_map,200403,46,117,15
sandra paris ros,pid_exact_0028199,person_id_map,200403,46,117,16
silvana ortiz de nicola,pid_exact_0028733,person_id_map,200403,46,118,1
maria luisa teresa garcia de la  riva vallier,pid_exact_0021833,person_id_map,200403,46,118,2
eduardo lara kevelier,pid_exact_0006712,person_id_map,200403,46,118,3
maria fernandez roldan,pid_exact_0020925,person_id_map,200403,46,118,4
leandro tomas vidal bernal,pid_exact_0016847,person_id_map,200403,46,118,5
ernesto mahiqus espi,pid_exact_0007562,person_id_map,200403,46,118,6
luis alfredo filloy palmero,pid_exact_0017303,person_id_map,200403,46,118,7
javier martinez garcia,pid_exact_0011768,person_id_map,200403,46,118,8
ines garcia folgado,pid_exact_0010661,person_id_map,200403,46,118,9
maria amparo requna buch,pid_exact_0018808,person_id_map,200403,46,118,10
maria josefina cruz martin serrano,pid_exact_0021625,person_id_map,200403,46,118,11
vicente javier bertomeu ferris,pid_exact_0029727,person_id_map,200403,46,118,12
dolores carmona garcia,pid_exact_0006454,person_id_map,200403,46,118,13
sebastian chinchilla rodriguz,pid_exact_0028484,person_id_map,200403,46,118,14
angeles eugenia cruz martin serrano,pid_exact_0002566,person_id_map,200403,46,118,15
maria jose abad duart,pid_exact_0021375,person_id_map,200403,46,118,16
blas ortega llavador,pid_exact_0004139,person_id_map,200403,46,128,1
vicente alcover alcodori,pid_exact_0029681,person_id_map,200403,46,128,2
luis jorge yuste baguna,pid_exact_0017484,person_id_map,200403,46,128,3
julio jorge fernandez garrido,pid_exact_0016475,person_id_map,200403,46,128,4
pedro cifuntes cifuntes,pid_exact_0025969,person_id_map,200403,46,128,5
jesus toledo sanchez,pid_exact_0012252,person_id_map,200403,46,128,6
ernesto gil ferrer,pid_exact_0007557,person_id_map,200403,46,128,7
jose alfonso gimeno arcas,pid_exact_0012995,person_id_map,200403,46,128,8
manel blat gonzalez,pid_exact_0017828,person_id_map,200403,46,128,9
maria virtudes porcar pedro,pid_exact_0022996,person_id_map,200403,46,128,10
roberto palacios recio,pid_exact_0027359,person_id_map,200403,46,128,11
carlos javier perales hernandez,pid_exact_0004482,person_id_map,200403,46,128,12
salvador rochera gavaldon,pid_exact_0028101,person_id_map,200403,46,128,13
juan antonio ruiz serrano,pid_exact_0015281,person_id_map,200403,46,128,14
ricardo colas villalba,pid_exact_0027212,person_id_map,200403,46,128,15
eduardo ruiz garcia,pid_exact_0006753,person_id_map,200403,46,128,16
eduardo zaplana hernandez soro,pid_exact_0006771,person_id_map,200403,46,130,1
jose maria michavila nunez,pid_exact_0014424,person_id_map,200403,46,130,2
maria angels ramon llin martinez,pid_exact_0018953,person_id_map,200403,46,130,3
ignacio gil lazaro,pid_exact_0010475,person_id_map,200403,46,130,4
vicente antonio martinez pujalte lopez,pid_exact_0029685,person_id_map,200403,46,130,5
susana camarero benitez,pid_exact_0029052,person_id_map,200403,46,130,6
maria asuncion oltra torres,pid_exact_0019073,person_id_map,200403,46,130,7
joaquin calomarde gramage,pid_exact_0012477,person_id_map,200403,46,130,8
migul ramon albiach chisbert,pid_exact_0024182,person_id_map,200403,46,130,9
inmaculada martinez cervera,pid_exact_0010778,person_id_map,200403,46,130,10
maria angeles crespo martinez,pid_exact_0018854,person_id_map,200403,46,130,11
maria jose mora devis,pid_exact_0021488,person_id_map,200403,46,130,12
rosa maria fuster torres,pid_exact_0027655,person_id_map,200403,46,130,13
ernesto sanjuan martinez,pid_exact_0007573,person_id_map,200403,46,130,14
maria de los remedios avia ferrer,pid_exact_0019766,person_id_map,200403,46,130,15
rafal pardo gabaldon,pid_exact_0026595,person_id_map,200403,46,130,16
fernando millan sanchez,pid_exact_0008449,person_id_map,200403,46,135,1
celestino alvarez cienfugos ballester,pid_exact_0005104,person_id_map,200403,46,135,2
salvadora montalt sauri,pid_exact_0028119,person_id_map,200403,46,135,3
isabel oliver gonzalez,pid_exact_0011137,person_id_map,200403,46,135,4
antonio girones campos,pid_exact_0002998,person_id_map,200403,46,135,5
ramon mulas coleto,pid_exact_0026794,person_id_map,200403,46,135,6
teresa val mascarell,pid_exact_0029328,person_id_map,200403,46,135,7
consulo leganes yuste,pid_exact_0005434,person_id_map,200403,46,135,8
julio tadeo dolz marti,pid_exact_0016516,person_id_map,200403,46,135,9
rafal cervera migul,pid_exact_0026478,person_id_map,200403,46,135,10
carmen verdu blay,pid_exact_0004960,person_id_map,200403,46,135,11
maria isabel ruiz oliver,pid_exact_0021223,person_id_map,200403,46,135,12
cesar angel alvarez leganes,pid_exact_0005138,person_id_map,200403,46,135,13
esteban martinez verdu,pid_exact_0007645,person_id_map,200403,46,135,14
encarnacion ballester yago,pid_exact_0007243,person_id_map,200403,46,135,15
maria julia carreton mulas,pid_exact_0021638,person_id_map,200403,46,135,16
maria rosario calderon gomez,pid_exact_0022476,person_id_map,200403,46,143,1
francisco santamaria azorin,pid_exact_0009485,person_id_map,200403,46,143,2
juan manul delgado molina,pid_exact_0015894,person_id_map,200403,46,143,3
david richart tarrazona,pid_exact_0006172,person_id_map,200403,46,143,4
jose francisco pasa ramirez,pid_exact_0013575,person_id_map,200403,46,143,5
manul juanes bono,pid_exact_0018161,person_id_map,200403,46,143,6
juan francisco castillo gimeno,pid_exact_0015577,person_id_map,200403,46,143,7
jaime sanchez juarez,pid_exact_0011503,person_id_map,200403,46,143,8
ismal antonio blesa martinez,pid_exact_0011236,person_id_map,200403,46,143,9
vanesa alexandra limes palomares,pid_exact_0029513,person_id_map,200403,46,143,10
jose antonio zanon vila,pid_exact_0013319,person_id_map,200403,46,143,11
maria amparo vilar belda,pid_exact_0018817,person_id_map,200403,46,143,12
jose antonio garcin belengur,pid_exact_0013145,person_id_map,200403,46,143,13
jose cerda sanchis,pid_exact_0013420,person_id_map,200403,46,143,14
rafal sifre balagur,pid_exact_0026643,person_id_map,200403,46,143,15
maria sonia calderon robles,pid_exact_0022621,person_id_map,200403,46,143,16
carmen alborch bataller,pid_exact_0004728,person_id_map,200403,46,146,1
ricard torres balagur,pid_exact_0027193,person_id_map,200403,46,146,2
carmen monton gimenez,pid_exact_0004887,person_id_map,200403,46,146,3
cipria ciscar casaban,pid_exact_0005232,person_id_map,200403,46,146,4
maria antonia de armengol criado,pid_exact_0018969,person_id_map,200403,46,146,5
josep antoni santamaria i mateo,pid_exact_0014988,person_id_map,200403,46,146,6
margarita pin arboledas,pid_exact_0018691,person_id_map,200403,46,146,7
esteban morelle hungria,pid_exact_0007647,person_id_map,200403,46,146,8
vicente asensio carrascosa,pid_exact_0029687,person_id_map,200403,46,146,9
carmen oltra balagur,pid_exact_0004897,person_id_map,200403,46,146,10
vicent mascarell tarazona,pid_exact_0029655,person_id_map,200403,46,146,11
josep rizal gomez bosch,pid_exact_0015103,person_id_map,200403,46,146,12
isabel marti juan,pid_exact_0011115,person_id_map,200403,46,146,13
migul chover lara,pid_exact_0024047,person_id_map,200403,46,146,14
teresa reig estruch,pid_exact_0029312,person_id_map,200403,46,146,15
manul corredor sanchis,pid_exact_0017979,person_id_map,200403,46,146,16
alfonso blanco ojeda,pid_exact_0000979,person_id_map,200403,47,24,1
maria milagros blanco moral,pid_exact_0022035,person_id_map,200403,47,24,2
marcos domingo heras gonzalez,pid_exact_0018593,person_id_map,200403,47,24,3
jorge de castro alvarez,pid_exact_0012796,person_id_map,200403,47,24,4
teodoro fernando antolin herreros,pid_exact_0029231,person_id_map,200403,47,24,5
jesus gutierrez garcia,pid_exact_0012060,person_id_map,200403,47,25,1
carlos fernandez manciles,pid_exact_0004409,person_id_map,200403,47,25,2
sergio castrillo sanchez,pid_exact_0028583,person_id_map,200403,47,25,3
jose maria garcia gomez,pid_exact_0014374,person_id_map,200403,47,25,4
luis shaw manero,pid_exact_0017639,person_id_map,200403,47,25,5
jesus cuadrado gonzalez,pid_exact_0011989,person_id_map,200403,47,28,1
juan moreno marin,pid_exact_0016018,person_id_map,200403,47,28,2
ana isabel merino rasines,pid_exact_0001691,person_id_map,200403,47,28,3
fernando bazan dominguz,pid_exact_0008297,person_id_map,200403,47,28,4
ana maria merillas crespo,pid_exact_0001884,person_id_map,200403,47,28,5
oscar del arco lopez,pid_exact_0025310,person_id_map,200403,47,34,1
margarita de vega gallego,pid_exact_0018657,person_id_map,200403,47,34,2
jose lamberto perez sans,pid_exact_0013785,person_id_map,200403,47,34,3
isaac sanchez cobo,pid_exact_0010968,person_id_map,200403,47,34,4
eugenio martin closas,pid_exact_0007829,person_id_map,200403,47,34,5
juan alfredo giron blasco,pid_exact_0015158,person_id_map,200403,47,43,1
jose luis curto luis,pid_exact_0013865,person_id_map,200403,47,43,2
salvador tormo garcia,pid_exact_0028112,person_id_map,200403,47,43,3
maria jose ramon andres,pid_exact_0021512,person_id_map,200403,47,43,4
rafal vicente soriano aguera,pid_exact_0026662,person_id_map,200403,47,43,5
maria carmen rodriguz llinares,pid_exact_0019388,person_id_map,200403,47,49,1
maria amparo baza miralles,pid_exact_0018786,person_id_map,200403,47,49,2
jose martinez herrero,pid_exact_0014499,person_id_map,200403,47,49,3
javier marco lopez,pid_exact_0011751,person_id_map,200403,47,49,4
rosa ayuso andres,pid_exact_0027554,person_id_map,200403,47,49,5
alejandro carrera lazaro,pid_exact_0000755,person_id_map,200403,47,52,1
angel javier camas martin,pid_exact_0002371,person_id_map,200403,47,52,2
concepcion gomez juarez,pid_exact_0005349,person_id_map,200403,47,52,3
maria teresa gurrero conde,pid_exact_0022749,person_id_map,200403,47,52,4
jose javier hernandez martin,pid_exact_0013728,person_id_map,200403,47,52,5
luis francisco agundez gomez,pid_exact_0017434,person_id_map,200403,47,53,1
santiago jose martin barrio,pid_exact_0028283,person_id_map,200403,47,53,2
josefina luciarosario perez moreno,pid_exact_0014960,person_id_map,200403,47,53,3
jose maria gamito dominguz,pid_exact_0014370,person_id_map,200403,47,53,4
javier gaspar castro,pid_exact_0011701,person_id_map,200403,47,53,5
antonio morate gobernado,pid_exact_0003215,person_id_map,200403,47,65,1
angel diez hompanera,pid_exact_0002340,person_id_map,200403,47,65,2
migul angel munoz sastre,pid_exact_0023922,person_id_map,200403,47,65,3
candido gonzalez juanes,pid_exact_0004217,person_id_map,200403,47,65,4
carlos adan del bosqu represa,pid_exact_0004288,person_id_map,200403,47,65,5
maria teresa martin villoria,pid_exact_0022782,person_id_map,200403,47,70,1
alfonso domingo sanchez de castro,pid_exact_0001005,person_id_map,200403,47,70,2
maria jose larena gorostiaga,pid_exact_0021464,person_id_map,200403,47,70,3
julio pereda alqugui,pid_exact_0016501,person_id_map,200403,47,70,4
maria adoracion montalvillo gomez,pid_exact_0018739,person_id_map,200403,47,70,5
luis perez diez,pid_exact_0017604,person_id_map,200403,47,90,1
maria teresa jesus ortiz villanuva,pid_exact_0022757,person_id_map,200403,47,90,2
jorge garcia martin,pid_exact_0012826,person_id_map,200403,47,90,3
victor serrada araqu,pid_exact_0029916,person_id_map,200403,47,90,4
eduardo araujo ortega,pid_exact_0006649,person_id_map,200403,47,90,5
isral gomez blanco,pid_exact_0011278,person_id_map,200403,47,97,1
david lobo campillo,pid_exact_0006090,person_id_map,200403,47,97,2
luis alberto mata lopez,pid_exact_0017283,person_id_map,200403,47,97,3
francisco javier vila diaz,pid_exact_0009205,person_id_map,200403,47,97,4
francisco javier tasende espeso,pid_exact_0009194,person_id_map,200403,47,97,5
juan antonio torres palomo,pid_exact_0015295,person_id_map,200403,47,101,1
jose ignacio aparicio herrero,pid_exact_0013659,person_id_map,200403,47,101,2
laura pablos barberta,pid_exact_0016759,person_id_map,200403,47,101,3
jesus manul perez rebolleda,pid_exact_0012121,person_id_map,200403,47,101,4
juan torres de la torre,pid_exact_0016149,person_id_map,200403,47,101,5
manul estanislao perez cerrada,pid_exact_0018022,person_id_map,200403,47,117,1
pablo jose de echanove pasquin,pid_exact_0025507,person_id_map,200403,47,117,2
ana isabel gonzalez herrera,pid_exact_0001677,person_id_map,200403,47,117,3
maria echanove pasquin,pid_exact_0020685,person_id_map,200403,47,117,4
jorge benavides pena,pid_exact_0012770,person_id_map,200403,47,117,5
rosa maria mastro ortega,pid_exact_0027687,person_id_map,200403,47,118,1
maria antonia sanz romera,pid_exact_0019001,person_id_map,200403,47,118,2
alfonso hernandez alonso,pid_exact_0001027,person_id_map,200403,47,118,3
jose guillermo alejos campo,pid_exact_0013640,person_id_map,200403,47,118,4
blanca isabel de la torre morales,pid_exact_0004101,person_id_map,200403,47,118,5
migul angel cortes martin,pid_exact_0023815,person_id_map,200403,47,130,1
tomas burgos gallego,pid_exact_0029354,person_id_map,200403,47,130,2
ana maria torme pardo,pid_exact_0001966,person_id_map,200403,47,130,3
jose garcia hernando,pid_exact_0013613,person_id_map,200403,47,130,4
maria angeles cantalapiedra villarreal,pid_exact_0018846,person_id_map,200403,47,130,5
maria soraya rodriguz ramos,pid_exact_0022638,person_id_map,200403,47,146,1
mario bedera bravo,pid_exact_0023188,person_id_map,200403,47,146,2
cecilio vadillo arroyo,pid_exact_0005097,person_id_map,200403,47,146,3
maria marta olmedo palencia,pid_exact_0021942,person_id_map,200403,47,146,4
alfredo losada olivas,pid_exact_0001100,person_id_map,200403,47,146,5
eduardo rodriguz moro,pid_exact_0006750,person_id_map,200403,47,151,1
juan carlos bocos ruda,pid_exact_0015369,person_id_map,200403,47,151,2
maria rosario barrientos del pozo,pid_exact_0022472,person_id_map,200403,47,151,3
carlos rodriguz palmero,pid_exact_0004625,person_id_map,200403,47,151,4
pedro mambrilla cancho,pid_exact_0026092,person_id_map,200403,47,151,5
juan carlos blanca gomez,pid_exact_0015368,person_id_map,200403,47,167,1
rosa maria gomez ruiz,pid_exact_0027665,person_id_map,200403,47,167,2
maria laura llorente vega,pid_exact_0021649,person_id_map,200403,47,167,3
francisco javier herrero alvarez,pid_exact_0009087,person_id_map,200403,47,167,4
roberto manul saz maseda,pid_exact_0027344,person_id_map,200403,47,167,5
migul angel isasi ruiz  mikel,pid_exact_0023874,person_id_map,200403,48,8,1
joseba azcarraga echeguibel,pid_exact_0014821,person_id_map,200403,48,8,2
maria begona campo lasun begona,pid_exact_0019122,person_id_map,200403,48,8,3
rosa maria manteca herrero,pid_exact_0027682,person_id_map,200403,48,8,4
juan migul zurbano irizar mikel,pid_exact_0016008,person_id_map,200403,48,8,5
juan hernandez zubizarreta,pid_exact_0015647,person_id_map,200403,48,8,6
maria isabel alcedo moneo miren,pid_exact_0021099,person_id_map,200403,48,8,7
igor moreno jauregui,pid_exact_0010587,person_id_map,200403,48,8,8
mikel aingeru basabe cortabarria,pid_exact_0024228,person_id_map,200403,48,8,9
jose urrutia landa,pid_exact_0014767,person_id_map,200403,48,24,1
amador alvarez mateo,pid_exact_0001364,person_id_map,200403,48,24,2
maria del carmen valenzula entrena,pid_exact_0020052,person_id_map,200403,48,24,3
asteria fontanet boltaina,pid_exact_0003603,person_id_map,200403,48,24,4
carlos maria gutierrez bonillo,pid_exact_0004539,person_id_map,200403,48,24,5
eugenia castellano cabo,pid_exact_0007810,person_id_map,200403,48,24,6
antonio melero gutierrez,pid_exact_0003184,person_id_map,200403,48,24,7
marco antonio ortega cardenas,pid_exact_0018554,person_id_map,200403,48,24,8
sergio vicente puig,pid_exact_0028704,person_id_map,200403,48,24,9
francisco de borja rodriguz alonso,pid_exact_0008880,person_id_map,200403,48,34,1
maria del pilar mascunana martin,pid_exact_0020214,person_id_map,200403,48,34,2
fernando navarro garcia,pid_exact_0008459,person_id_map,200403,48,34,3
isral lopez bermejo,pid_exact_0011285,person_id_map,200403,48,34,4
oscar bellon ruano,pid_exact_0025293,person_id_map,200403,48,34,5
cesar ibarrondo gonzalez,pid_exact_0005160,person_id_map,200403,48,34,6
jose antonio moreno diaz,pid_exact_0013208,person_id_map,200403,48,34,7
jose alberto jimenez calderon,pid_exact_0012976,person_id_map,200403,48,34,8
mercedes vidal bouzas,pid_exact_0023728,person_id_map,200403,48,34,9
josu erkiaga laka,pid_exact_0015132,person_id_map,200403,48,35,1
elisa sainz de murieta zugadi,pid_exact_0006967,person_id_map,200403,48,35,2
tontxu campos granados,pid_exact_0029418,person_id_map,200403,48,35,3
julio artetxe barquin,pid_exact_0016424,person_id_map,200403,48,35,4
isral brull kintana,pid_exact_0011275,person_id_map,200403,48,35,5
estibaliz urkiza petralanda,pid_exact_0007785,person_id_map,200403,48,35,6
idurre bideguren gabantxo,pid_exact_0010430,person_id_map,200403,48,35,7
txomin riano pineda,pid_exact_0029454,person_id_map,200403,48,35,8
maria jesus artetxe mugire,pid_exact_0021258,person_id_map,200403,48,35,9
